ID,Name
ADK1,Adenylate kinase
ATPM,Phosphofructokinase-1 
DM_amp_c,Phosphofructokinase-2
DM_nadh,Fructose-bisphosphatase-1
DPGM,Fructose-bisphosphatase-1
DPGase,Fructose-bisphosphate aldolase-1
ENO,Fructose-bisphosphate aldolase-2
FBA,Fructose-bisphosphate aldolase
GAPD,Glyceraldehyde-3-phosphate dehydrogenase
HBDPG,Hemoglobin-23dpg binding
HBO1,Phosp
HBO2,Oxygen Loading (2)
HBO3,Oxygen Loading (3)
HBO4,Pyruvate kinase-1
HEX1,Pyruvate kinase-2
LDH_L,L-lactate dehydrogenase
PFK,Phosphofructokinase
PGI,Glucose-6-phosphate isomerase
PGK,Phosphoglycerate kinase
PGM,Phosphoglycerate mutase
PYK_L,pyk_R0-pyk_T0 transition
PYK_R01,pyk_R0-pep binding
PYK_R02,pyk_R0-adp binding
PYK_R03,pyk_R0_A-pep binding
PYK_R04,pyk_R0_P-adp binding
PYK_R05,pyk_R0_AP catalyzation
PYK_R10,pyk_R0-fdp binding
PYK_R11,pyk_R1-pep binding
PYK_R12,pyk_R1-adp binding
PYK_R13,pyk_R1_A-pep binding
PYK_R14,pyk_R1_P-adp binding
PYK_R15,pyk_R1_AP catalyzation
PYK_R20,pyk_R1-fdp binding
PYK_R21,pyk_R2-pep binding
PYK_R22,pyk_R2-adp binding
PYK_R23,pyk_R2_A-pep binding
PYK_R24,pyk_R2_P-adp binding
PYK_R25,pyk_R2_AP catalyzation
PYK_R30,pyk_R2-fdp binding
PYK_R31,pyk_R3-pep binding
PYK_R32,pyk_R3-adp binding
PYK_R33,pyk_R3_A-pep binding
PYK_R34,pyk_R3_P-adp binding
PYK_R35,pyk_R3_AP catalyzation
PYK_R40,pyk_R3-fdp binding
PYK_R41,pyk_R4-pep binding
PYK_R42,pyk_R4-adp binding
PYK_R43,pyk_R4_A-pep binding
PYK_R44,pyk_R4_P-adp binding
PYK_R45,pyk_R4_AP catalyzation
PYK_T1,pyk_T0-atp binding
PYK_T2,pyk_T1-atp binding
PYK_T3,pyk_T2-atp binding
PYK_T4,pyk_T3-atp binding
SK_amp_c,AMP sink
SK_glc__D_c,D-Glucose sink
SK_h2o_c,H2O sink
SK_h_c,H+ sink
SK_lac__L_c,L-Lactate sink
SK_o2_c,Oxygen sink
SK_pi_c,Phosphate sink
SK_pyr_c,Pyruvate sink
TPI,Triose-phosphate isomerase
