,model,parameters,value
0,Glycolysis_Hb_PYK_F0_C0,kf_HEX1,2.7042595245496557
1,Glycolysis_Hb_PYK_F0_C0,Keq_PYK_A,2.109704641350211
2,Glycolysis_Hb_PYK_F0_C0,v_SK_h_c,2.4301604023
3,Glycolysis_Hb_PYK_F0_C0,Keq_PGM,0.147059
4,Glycolysis_Hb_PYK_F0_C0,v_SK_amp_c,0.014
5,Glycolysis_Hb_PYK_F0_C0,Keq_PYK_ACT,200.0
6,Glycolysis_Hb_PYK_F0_C0,Keq_HBO4,1289.92
7,Glycolysis_Hb_PYK_F0_C0,kf_LDH_L,3582.4999176946644
8,Glycolysis_Hb_PYK_F0_C0,v_SK_glc__D_c,1.12
9,Glycolysis_Hb_PYK_F0_C0,Keq_ENO,1.69492
10,Glycolysis_Hb_PYK_F0_C0,Keq_PGK,1800.0
11,Glycolysis_Hb_PYK_F0_C0,v_DM_nadh,0.09508020115
12,Glycolysis_Hb_PYK_F0_C0,v_ATPM,1.424136195339
13,Glycolysis_Hb_PYK_F0_C0,Keq_LDH_L,26300.0
14,Glycolysis_Hb_PYK_F0_C0,Keq_PYK_P,4.444444444444445
15,Glycolysis_Hb_PYK_F0_C0,kf_ENO,2945.188724308625
16,Glycolysis_Hb_PYK_F0_C0,v_SK_lac__L_c,2.14491979885
17,Glycolysis_Hb_PYK_F0_C0,v_SK_pyr_c,0.095080201146
18,Glycolysis_Hb_PYK_F0_C0,Keq_DM_amp_c,inf
19,Glycolysis_Hb_PYK_F0_C0,kf_PYK,1376679.0
20,Glycolysis_Hb_PYK_F0_C0,v_ADK1,0.0
21,Glycolysis_Hb_PYK_F0_C0,Keq_PYK_I,0.2949852507374631
22,Glycolysis_Hb_PYK_F0_C0,Keq_ADK1,1.65
23,Glycolysis_Hb_PYK_F0_C0,kf_DM_amp_c,0.161424
24,Glycolysis_Hb_PYK_F0_C0,v_PYK_T4,-0.0
25,Glycolysis_Hb_PYK_F0_C0,v_SK_o2_c,0.0
26,Glycolysis_Hb_PYK_F0_C0,Keq_PGI,0.41
27,Glycolysis_Hb_PYK_F0_C0,v_PYK_L,0.0
28,Glycolysis_Hb_PYK_F0_C0,v_HBDPG,0.0
29,Glycolysis_Hb_PYK_F0_C0,v_HBO4,0.0
30,Glycolysis_Hb_PYK_F0_C0,Keq_PFK,310.0
31,Glycolysis_Hb_PYK_F0_C0,v_PYK_T1,-0.0
32,Glycolysis_Hb_PYK_F0_C0,kf_SK_pyr_c,744.186
33,Glycolysis_Hb_PYK_F0_C0,Keq_HBO3,177.799
